key	en	es	state	batch	reviewer	rev_date	qupath_ver	issues	notes
Action.Analyze.Preprocessing.estimateStainVectors.description	Estimate stain vectors for color deconvolution in brightfield images.\nThis can be used when there are precisely 2 stains (e.g. hematoxylin and eosin, hematoxylin and DAB) to improve stain separation.	Estimar los vectores de tinción para la deconvolución de color en imágenes de campo claro.\nPuede usarse cuando hay exactamente 2 tinciones (p. ej. hematoxilina y eosina, hematoxilina y DAB) para mejorar la separación de tinciones.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Tiles.createTiles	Create tiles...	Crear teselas...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Tiles.createTiles.description	Create tiles. These can be useful as part of a larger workflow, for example by adding intensity measurements to the tiles, training a classifier and then merging classified tiles to identify larger regions.	Crear teselas. Pueden ser útiles como parte de un flujo de trabajo mayor, por ejemplo añadiendo mediciones de intensidad a las teselas, entrenando un clasificador y fusionando después las teselas clasificadas para identificar regiones mayores.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Features.smoothedFeatures	Add smoothed features...	Añadir características suavizadas...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Features.smoothedFeatures.description	Supplement the measurements for detection objects by calculating a weighted sum of the corresponding measurements from neighboring objects	Complementar las mediciones de los objetos de detección calculando una suma ponderada de las mediciones correspondientes de los objetos vecinos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Features.intensityFeatures	Add intensity features...	Añadir características de intensidad...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Features.intensityFeatures.description	Add new intensity-based features to objects	Añadir a los objetos nuevas características basadas en la intensidad	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Features.shapeFeatures	Add shape features...	Añadir características de forma...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Features.shapeFeature.description	Add new shape-based features to objects	Añadir a los objetos nuevas características basadas en la forma	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Spatial.distanceToAnnotations2D	Distance to annotations 2D...	Distancia a las anotaciones 2D...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Spatial.distanceToAnnotations2D.description	Calculate distances between detection centroids and the closest annotation for each classification, using zero if the centroid is inside the annotation.\nFor example, this may be used to identify the distance of every cell from 'bigger' region that has been annotated (e.g. an area of tumor, a blood vessel).	Calcular las distancias entre los centroides de las detecciones y la anotación más cercana de cada clasificación, usando cero si el centroide está dentro de la anotación.\nPor ejemplo, puede usarse para determinar la distancia de cada célula a una región 'mayor' que se ha anotado (p. ej. un área tumoral o un vaso sanguíneo).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Spatial.signedDistanceToAnnotations2D	Signed distance to annotations 2D...	Distancia con signo a las anotaciones 2D...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Spatial.signedDistanceToAnnotations2D.description	Calculate distances between detection centroids and the closest annotation for each classification, using the negative distance to the boundary if the centroid is inside the annotation.\nFor example, this may be used to identify the distance of every cell from 'bigger' region that has been annotated (e.g. an area of tumor, a blood vessel).	Calcular las distancias entre los centroides de las detecciones y la anotación más cercana de cada clasificación, usando la distancia negativa al límite si el centroide está dentro de la anotación.\nPor ejemplo, puede usarse para determinar la distancia de cada célula a una región 'mayor' que se ha anotado (p. ej. un área tumoral o un vaso sanguíneo).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Spatial.detectionCentroidDistances2D	Detection centroid distances 2D...	Distancias entre centroides de detecciones 2D...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Analyze.Spatial.detectionCentroidDistances2D.description	Calculate distances between detection centroids for each classification.\nFor example, this may be used to identify the closest cell of a specified type.	Calcular las distancias entre los centroides de las detecciones para cada clasificación.\nPor ejemplo, puede usarse para identificar la célula más cercana de un tipo determinado.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.View	View	Ver	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.View.Multiview	Multi-view	Vista múltiple	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.View.Zoom	Zoom	Zoom	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Menu.View.CellDisplay	Cell display	Visualización de células	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.View.Multitouch	Multi-touch gestures	Gestos multitáctiles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.commandList	Show command list	Mostrar lista de comandos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.commandList.description	Show the command list (much easier than navigating menus...)	Mostrar la lista de comandos (mucho más cómodo que navegar por los menús...)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.recentCommands	Show recent commands	Mostrar comandos recientes	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.recentCommands.description	Show a list containing recently-used commands	Mostrar una lista con los comandos usados recientemente	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.gridMenu	Set grid size	Establecer tamaño de la cuadrícula	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.addRow	Add row	Añadir fila	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.addRow.description	Add a new row of viewers to the multi-view grid.\nThis makes it possible to view two or more images side-by-side (vertically).	Añadir una nueva fila de visores a la cuadrícula de vista múltiple.\nPermite ver dos o más imágenes una junto a otra (verticalmente).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.addColumn	Add column	Añadir columna	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.addColumn.description	Add a new column of viewers to the multi-view grid.\nThis makes it possible to view two or more images side-by-side (horizontally).	Añadir una nueva columna de visores a la cuadrícula de vista múltiple.\nPermite ver dos o más imágenes una junto a otra (horizontalmente).	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.removeRow	Remove row	Quitar fila	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.removeRow.description	Remove the row containing the current viewer from the multi-view grid, if possible.\nThe last row cannot be removed.	Quitar de la cuadrícula de vista múltiple la fila que contiene el visor actual, si es posible.\nLa última fila no puede quitarse.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.removeColumn	Remove column	Quitar columna	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.removeColumn.description	Remove the column containing the current viewer from the multi-view grid, if possible.\nThe last column cannot be removed.	Quitar de la cuadrícula de vista múltiple la columna que contiene el visor actual, si es posible.\nLa última columna no puede quitarse.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.resetGridSize	Reset viewer sizes	Restablecer tamaño de los visores	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.resetGridSize.description	Reset the multi-view grid so that all viewers have the same size	Restablecer la cuadrícula de vista múltiple para que todos los visores tengan el mismo tamaño	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.closeViewer	Close viewer	Cerrar visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multiview.closeViewer.description	Close the image in the current viewer.\nThis is needed before it's possible to remove a viewer from the multi-view grid.	Cerrar la imagen del visor actual.\nEs necesario hacerlo antes de poder quitar un visor de la cuadrícula de vista múltiple.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.channelViewer	Show channel viewer	Mostrar visor de canales	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.channelViewer.description	Open a viewer window that shows individual channels of an image size by side.\nThis is useful when working with multiplexed/multichannel fluorescence images.\nRight-click on the viewer to adjust settings.	Abrir una ventana que muestra los canales individuales de una imagen uno junto a otro.\nResulta útil al trabajar con imágenes de fluorescencia multiplexadas o multicanal.\nHaga clic derecho en el visor para ajustar la configuración.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.miniViewer	Show mini viewer	Mostrar minivisor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.miniViewer.description	Open a viewer window that shows a view of the pixel under the cursor.\nThis is useful for viewing the image booth zoomed in and zoomed out at the same time.	Abrir una ventana de visor que muestra una vista del píxel situado bajo el cursor.\nResulta útil para ver la imagen ampliada y reducida al mismo tiempo.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.rotate	Rotate image...	Rotar imagen...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.rotate.description	Rotate the image visually (this is only for display - the coordinate system remains unchanged)	Rotar la imagen visualmente (solo afecta a la visualización: el sistema de coordenadas no cambia)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.viewTracker	Show view tracker	Mostrar registrador de vistas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.viewTracker.description	Record zoom and panning movements within a viewer for later playback and analysis	Registrar los movimientos de zoom y desplazamiento dentro de un visor para reproducirlos y analizarlos después	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.slideLabel	Show slide label	Mostrar etiqueta de la preparación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.slideLabel.description	Show the slide label associated with the image in the active viewer (if available)	Mostrar la etiqueta de la preparación asociada a la imagen del visor activo (si está disponible)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.inputDisplay	Show input display	Mostrar entradas del usuario	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.inputDisplay.description	Show mouse clicks and keypresses on screen.\nThis is particularly useful for demos and tutorials.	Mostrar en pantalla los clics del ratón y las pulsaciones de teclas.\nResulta especialmente útil para demostraciones y tutoriales.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.memoryMonitor	Show memory monitor	Mostrar monitor de memoria	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.memoryMonitor.description	Show a dialog to track memory usage within QuPath, and clear the cache if required	Mostrar un cuadro de diálogo para controlar el uso de memoria de QuPath y vaciar la caché si es necesario	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.400	400%	400%	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Action.View.Zoom.400.description	Set the zoom factor to 400% (downsample = 0.25)	Establecer el factor de zoom en 400% (submuestreo = 0.25)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.100	100%	100%	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Action.View.Zoom.100.description	Set the zoom factor to 400% (downsample = 1)	Establecer el factor de zoom en 400% (submuestreo = 1)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.10	10%	10%	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Action.View.Zoom.10.description	Set the zoom factor to 400% (downsample = 10)	Establecer el factor de zoom en 400% (submuestreo = 10)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.1	1%	1%	KEEP_EN	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		Deliberately identical to English
Action.View.Zoom.1.description	Set the zoom factor to 400% (downsample = 100)	Establecer el factor de zoom en 400% (submuestreo = 100)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.zoomIn	Zoom in	Acercar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.zoomIn.description	Zoom in for the current viewer	Acercar el zoom en el visor actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.zoomOut	Zoom out	Alejar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.zoomOut.description	Zoom out for the current viewer	Alejar el zoom en el visor actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.zoomToFit	Zoom to fit	Ajustar zoom a la ventana	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Zoom.zoomToFit.description	Set the current viewer's zoom to fit the image	Ajustar el zoom del visor actual para que la imagen quepa completa	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.allOn	Turn on all gestures	Activar todos los gestos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.allOn.description	Turn on all multi-touch gestures for touchscreens and trackpads	Activar todos los gestos multitáctiles para pantallas táctiles y paneles táctiles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.allOff	Turn off all gestures	Desactivar todos los gestos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.allOff.description	Turn off all multi-touch gestures for touchscreens and trackpads	Desactivar todos los gestos multitáctiles para pantallas táctiles y paneles táctiles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.scroll	Use scroll gestures	Usar gestos de desplazamiento	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.scroll.description	Toggle scroll gestures for touchscreens and trackpads	Activar o desactivar los gestos de desplazamiento para pantallas táctiles y paneles táctiles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.zoom	Use zoom gestures	Usar gestos de zoom	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.zoom.description	Toggle zoom gestures for touchscreens and trackpads	Activar o desactivar los gestos de zoom para pantallas táctiles y paneles táctiles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.rotate	Use rotate gestures	Usar gestos de rotación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.View.Multitouch.rotate.description	Toggle rotate gestures for touchscreens and trackpads	Activar o desactivar los gestos de rotación para pantallas táctiles y paneles táctiles	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Objects	Objects	Objetos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Objects.Delete	Delete	Eliminar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Objects.Select	Select	Seleccionar	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Objects.Select.Detections	Select detections	Seleccionar detecciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Objects.Lock	Lock	Bloquear	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Menu.Objects.Annotations	Annotations	Anotaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.selected	Delete selected objects...	Eliminar objetos seleccionados...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.selected.description	Delete the currently selected objects	Eliminar los objetos actualmente seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.all	Delete all objects	Eliminar todos los objetos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.all.description	Delete all objects for the current image	Eliminar todos los objetos de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.annotations	Delete all annotations	Eliminar todas las anotaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.annotations.description	Delete all annotation objects for the current image	Eliminar todos los objetos de anotación de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.detections	Delete all detections	Eliminar todas las detecciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.detections.description	Delete all detection objects for the current image	Eliminar todos los objetos de detección de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.imageBoundary	Delete objects on image bounds	Eliminar objetos en los bordes de la imagen	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.imageBoundary.description	Delete all objects touching or crossing the image boundary	Eliminar todos los objetos que tocan o cruzan el borde de la imagen	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.selectedBoundary	Delete objects touching selected ROI bounds...	Eliminar objetos que tocan el borde de la ROI seleccionada...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Delete.selectedBoundary.description	Delete all objects touching or crossing the boundary of the selected objects	Eliminar todos los objetos que tocan o cruzan el límite de los objetos seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.reset	Reset selection	Restablecer selección	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.reset.description	Reset the selected objects for the current image	Restablecer los objetos seleccionados en la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.tmaCores	Select TMA cores	Seleccionar cilindros TMA	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.tmaCores.description	Select all TMA cores for the current image	Seleccionar todos los cilindros TMA de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.annotations	Select annotations	Seleccionar anotaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.annotations.description	Select all annotation objects for the current image	Seleccionar todos los objetos de anotación de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.detections	Select all detections	Seleccionar todas las detecciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.detections.description	Select all detection objects for the current image (this includes cells and tiles)	Seleccionar todos los objetos de detección de la imagen actual (incluye células y teselas)	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.cells	Select cells	Seleccionar células	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.cells.description	Select all cell objects for the current image	Seleccionar todos los objetos celulares de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.tiles	Select tiles	Seleccionar teselas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.tiles.description	Select all tile objects for the current image	Seleccionar todos los objetos de tesela de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.selectByClassification	Select objects by classification...	Seleccionar objetos por clasificación...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.selectByClassification.description	Select objects based upon their classification	Seleccionar objetos según su clasificación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.selectOnCurrentPlane	Select objects on current plane	Seleccionar objetos del plano actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Select.selectOnCurrentPlane.description	Select all objects on the current plane visible in the viewer	Seleccionar todos los objetos del plano actualmente visible en el visor	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Lock.lockSelected	Lock selected objects	Bloquear objetos seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Lock.lockSelected.description	Lock all currently selected objects	Bloquear todos los objetos actualmente seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Lock.unlockSelected	Unlock selected objects	Desbloquear objetos seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Lock.unlockSelected.description	Unlock all currently selected objects	Desbloquear todos los objetos actualmente seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Lock.toggleSelected	Toggle selected objects lock	Alternar bloqueo de los objetos seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Lock.toggleSelected.description	Toggle the 'locked' state of all currently selected objects	Alternar el estado 'bloqueado' de todos los objetos actualmente seleccionados	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.specify	Specify annotation...	Especificar anotación...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.specify.description	Create a rectangle or ellipse annotation with the specified properties	Crear una anotación rectangular o elíptica con las propiedades indicadas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.fullImage	Create full image annotation	Crear anotación de la imagen completa	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.fullImage.description	Create an annotation representing the full width and height of the current image	Crear una anotación que abarque todo el ancho y el alto de la imagen actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.hierarchyInsert	Insert into hierarchy	Insertar en la jerarquía	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.hierarchyInsert.description	Insert the selected objects in the object hierarchy.\nThis involves resolving parent/child relationships based upon regions of interest.	Insertar los objetos seleccionados en la jerarquía de objetos.\nEsto implica resolver las relaciones padre-hijo a partir de las regiones de interés.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.hierarchyResolve	Resolve hierarchy	Resolver jerarquía	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.hierarchyResolve.description	Resolve the object hierarchy by setting parent/child relationships between objects based upon regions of interest.	Resolver la jerarquía de objetos estableciendo las relaciones padre-hijo entre objetos a partir de las regiones de interés.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.transform	Transform annotations...	Transformar anotaciones...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.transform.description	Interactively translate and/or rotate the current selected annotation.	Trasladar o rotar interactivamente la anotación seleccionada.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.duplicate	Duplicate selected annotations	Duplicar anotaciones seleccionadas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.duplicate.description	Duplicate the selected annotations	Duplicar las anotaciones seleccionadas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.copyToCurrentPlane	Copy annotations to current plane	Copiar anotaciones al plano actual	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.copyToCurrentPlane.description	Duplicate the selected objects and paste them on the current plane (i.e. the z-slice and timepoint visible in the viewer).\nThis avoids using the system clipboard. It is intended to help transfer annotations quickly across multidimensional images.	Duplicar los objetos seleccionados y pegarlos en el plano actual (es decir, el corte z y el punto temporal visibles en el visor).\nEsto evita usar el portapapeles del sistema. Está pensado para facilitar la transferencia rápida de anotaciones entre imágenes multidimensionales.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.transferLast	Transfer last annotation	Transferir la última anotación	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.transferLast.description	Transfer the last annotation to the current image.\nThis can be used to bring annotations from one viewer to another, or to recover an annotation that has just been deleted.	Transferir la última anotación a la imagen actual.\nPuede usarse para llevar anotaciones de un visor a otro, o para recuperar una anotación recién eliminada.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.expand	Expand annotations...	Expandir anotaciones...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.expand.description	Expand (or contract) the selected annotations, optionally removing the interior.	Expandir (o contraer) las anotaciones seleccionadas, eliminando opcionalmente el interior.	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.split	Split annotations	Dividir anotaciones	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.split.description	Split complex annotations that contain disconnected pieces into separate annotations	Dividir en anotaciones separadas las anotaciones complejas que contienen partes inconexas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.splitByLines	Split annotations by lines...	Dividir anotaciones mediante líneas...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.splitByLines.description	Split area annotations along lines defined by line annotations	Dividir anotaciones de área a lo largo de líneas definidas por anotaciones lineales	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.removeFragmentsFillHoles	Remove fragments & holes...	Quitar fragmentos y huecos...	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.removeFragmentsFillHoles.description	Remove small fragments of annotations that contain disconnected pieces	Quitar los fragmentos pequeños de las anotaciones que contienen partes inconexas	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
Action.Objects.Annotation.fillHoles	Fill holes	Rellenar huecos	REVIEWED	GLOBAL-ES-0.7.0	Claude	2026-09-02	0.7.0		
